CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41507172,BARI'S PIZZA & PASTA RESTAURANT,STATEN ISLAND,596,BAY STREET,10304.0,7188760002,Pizza,06/24/2014,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,77.0,,,04/22/2017,Cycle Inspection / Re-inspection
41480432,GINO'S PIZZA,MANHATTAN,81,CATHERINE STREET,10038.0,2129644533,Pizza,07/02/2014,Violations were cited in the following area(s).,04L,36.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40760487,ROMA PIZZA,MANHATTAN,1568,3 AVENUE,10128.0,2123693455,Pizza,01/12/2017,Violations were cited in the following area(s).,04L,21.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41674167,FRANKS PIZZA,BROOKLYN,8025,FLATLANDS AVENUE,11236.0,7182518095,Pizza,05/12/2015,Violations were cited in the following area(s).,06D,25.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41507172,BARI'S PIZZA & PASTA RESTAURANT,STATEN ISLAND,596,BAY STREET,10304.0,7188760002,Pizza,03/15/2016,Violations were cited in the following area(s).,06F,5.0,A,03/15/2016,04/22/2017,Cycle Inspection / Initial Inspection
40515448,FREDDIE & PEPPER'S PIZZA,MANHATTAN,303,AMSTERDAM AVENUE,10023.0,2127992378,Pizza,04/09/2015,Violations were cited in the following area(s).,02G,22.0,B,04/09/2015,04/22/2017,Cycle Inspection / Re-inspection
41351576,LEAN CRUST/ Silver Spoon,BROOKLYN,737,FULTON STREET,11217.0,7188527567,Pizza,09/20/2016,Violations were cited in the following area(s).,04L,18.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41175577,MARIO'S PIZZERIA,BROOKLYN,222,HOYT STREET,11217.0,7186243371,Pizza,10/29/2014,Violations were cited in the following area(s).,04M,9.0,A,10/29/2014,04/22/2017,Cycle Inspection / Re-inspection
41645519,NICK'S PIZZA,BRONX,1356,EAST GUN HILL ROAD,10469.0,7186526500,Pizza,05/28/2014,Violations were cited in the following area(s).,10F,29.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41482729,PERIZIA CAFE  and  PIZZA,BROOKLYN,1626,EAST   16 STREET,11229.0,7185134900,Pizza,02/24/2017,Violations were cited in the following area(s).,10I,27.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50060604,3 BROTHERS PIZZA,STATEN ISLAND,189,BROAD ST,10304.0,7187272682,Pizza,04/06/2017,Violations were cited in the following area(s).,16B,,,,04/22/2017,Trans Fat / Initial Inspection
40849624,DOMINO'S,BRONX,2463,WEBSTER AVENUE,10458.0,7183655430,Pizza,03/31/2016,Violations were cited in the following area(s).,04N,11.0,A,03/31/2016,04/22/2017,Cycle Inspection / Initial Inspection
41278894,SINGAS FAMOUS PIZZA,QUEENS,4369,KISSENA BOULEVARD,11355.0,7184634343,Pizza,03/28/2016,Violations were cited in the following area(s).,06C,12.0,A,03/28/2016,04/22/2017,Cycle Inspection / Initial Inspection
40678310,BUREK'S PIZZA,QUEENS,6855,FOREST AVENUE,11385.0,7189714453,Pizza,03/09/2015,Violations were cited in the following area(s).,06A,16.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41716092,DOMINO'S,MANHATTAN,3624,BROADWAY,10031.0,2129261234,Pizza,05/05/2015,Violations were cited in the following area(s).,04L,15.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50034113,NOEL PIZZA,MANHATTAN,553,W 207TH ST,10034.0,2125449453,Pizza,03/30/2016,Violations were cited in the following area(s).,02G,14.0,B,03/30/2016,04/22/2017,Cycle Inspection / Re-inspection
50040586,LUNETTA PIZZA,MANHATTAN,245,3RD AVE,10010.0,2124325200,Pizza,09/16/2015,Violations were cited in the following area(s).,06C,19.0,,,04/22/2017,Pre-permit (Operational) / Initial Inspection
41459769,VINNIE'S PIZZERIA,BROOKLYN,253,NASSAU AVENUE,11222.0,7183892600,Pizza,08/20/2014,Violations were cited in the following area(s).,02B,23.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50046277,PAPA JOHN'S,BROOKLYN,1612,NEPTUNE AVE,11224.0,7182657272,Pizza,04/12/2017,Violations were cited in the following area(s).,04L,25.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41191334,EAST VILLAGE PIZZA AND KEBAB,MANHATTAN,145,1 AVENUE,10003.0,2125294545,Pizza,11/25/2016,Violations were cited in the following area(s).,06C,10.0,A,11/25/2016,04/22/2017,Cycle Inspection / Re-inspection
41661106,PIZZA CON VITAMINAS,QUEENS,4444,COLLEGE PT BLVD,11355.0,7188860464,Pizza,03/02/2017,Violations were cited in the following area(s).,02B,12.0,A,03/02/2017,04/22/2017,Cycle Inspection / Initial Inspection
41158746,BROTHERS PIZZA,QUEENS,3050,14 STREET,11102.0,7187771111,Pizza,05/20/2014,Violations were cited in the following area(s).,06D,17.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41674445,VESUVIO PIZZA,BRONX,680,ALLERTON AVENUE,10467.0,7186541344,Pizza,05/29/2013,Violations were cited in the following area(s).,10F,9.0,A,05/29/2013,04/22/2017,Cycle Inspection / Re-inspection
41477496,ROZAFA LOUNGE,BROOKLYN,45,AVENUE S,11223.0,3474002410,Pizza,05/08/2013,Violations were cited in the following area(s).,10F,3.0,A,05/08/2013,04/22/2017,Cycle Inspection / Re-inspection
41458079,PAULIE GEE,BROOKLYN,60,GREENPOINT AVENUE,11222.0,3479873747,Pizza,07/10/2015,Violations were cited in the following area(s).,06D,5.0,A,07/10/2015,04/22/2017,Cycle Inspection / Re-inspection
50010938,MEXZZARELLA PIZZA,BRONX,553,SOUNDVIEW AVE,10473.0,3477266330,Pizza,09/06/2016,Violations were cited in the following area(s).,04N,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50058895,CROWN CHICKEN AND PIZZA,STATEN ISLAND,3007,RICHMOND TER,10303.0,7185247829,Pizza,02/28/2017,Violations were cited in the following area(s).,06B,22.0,B,02/28/2017,04/22/2017,Pre-permit (Operational) / Re-inspection
41037278,FIGAROLA PIZZERIA,MANHATTAN,1284,1 AVENUE,10065.0,2122881616,Pizza,06/22/2016,Violations were cited in the following area(s).,10D,6.0,A,06/22/2016,04/22/2017,Cycle Inspection / Re-inspection
41434866,BELLA VITA,MANHATTAN,158,WEST   58 STREET,10019.0,2126647670,Pizza,02/17/2017,Violations were cited in the following area(s).,06B,42.0,Z,02/17/2017,04/22/2017,Cycle Inspection / Re-inspection
50015516,TRUFFA WINE ROOM,BRONX,3535,RIVERDALE AVE,10463.0,7186019000,Pizza,02/25/2016,Violations were cited in the following area(s).,06C,26.0,B,02/25/2016,04/22/2017,Cycle Inspection / Re-inspection
40386303,PIZZA PLUS,BROOKLYN,359,SEVENTH AVENUE,11215.0,7187685327,Pizza,06/12/2015,Violations were cited in the following area(s).,06C,7.0,A,06/12/2015,04/22/2017,Cycle Inspection / Initial Inspection
41541114,PINO'S PIZZA,STATEN ISLAND,275,PORT RICHMOND AVENUE,10302.0,7188765100,Pizza,11/08/2014,Violations were cited in the following area(s).,02B,19.0,B,11/08/2014,04/22/2017,Cycle Inspection / Re-inspection
41643816,ROCCO'S BRICK OVEN PIZZERIA,QUEENS,79-16,21 AVENUE,11370.0,7187213535,Pizza,07/16/2013,Violations were cited in the following area(s).,08A,25.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41492306,UNCLE MARIO'S,MANHATTAN,739,9 AVENUE,10019.0,2124591234,Pizza,07/22/2014,Violations were cited in the following area(s).,10A,11.0,A,07/22/2014,04/22/2017,Cycle Inspection / Initial Inspection
41358275,NAPOLI'S BEST PIZZA,BRONX,521,EAST TREMONT AVENUE,10457.0,7182990759,Pizza,04/17/2013,Violations were cited in the following area(s).,10F,26.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41704800,99Â¢ FAMOUS PIZZA,MANHATTAN,430,EAST   14 STREET,10009.0,2127777122,Pizza,08/17/2015,Violations were cited in the following area(s).,10F,2.0,A,08/17/2015,04/22/2017,Cycle Inspection / Initial Inspection
40962981,MARIO'S PIZZA,BROOKLYN,1381,65 STREET,11219.0,7182325440,Pizza,09/16/2015,Violations were cited in the following area(s).,06C,9.0,A,09/16/2015,04/22/2017,Cycle Inspection / Re-inspection
40389114,SACCO PIZZA,MANHATTAN,819,9 AVENUE,10019.0,2125827765,Pizza,12/01/2016,Violations were cited in the following area(s).,10B,21.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40791157,LA PIAZZA PIZZERIA & RESTAURANT,STATEN ISLAND,1445,RICHMOND AVENUE,10314.0,7183700707,Pizza,08/25/2016,Violations were cited in the following area(s).,02B,13.0,A,08/25/2016,04/22/2017,Cycle Inspection / Re-inspection
40514734,TONY'S PIZZA,BROOKLYN,355,GRAHAM AVENUE,11211.0,7183848669,Pizza,01/25/2017,Violations were cited in the following area(s).,04L,10.0,A,01/25/2017,04/22/2017,Cycle Inspection / Re-inspection
50032597,M & R PIZZA,BRONX,7,E 208TH ST,10467.0,7186530008,Pizza,03/28/2016,Violations were cited in the following area(s).,04L,17.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50034113,NOEL PIZZA,MANHATTAN,553,W 207TH ST,10034.0,2125449453,Pizza,11/02/2016,Violations were cited in the following area(s).,04H,14.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40654457,THE ORIGINAL PIZZA IV,BROOKLYN,2911,AVENUE U,11229.0,7186468686,Pizza,05/08/2014,Violations were cited in the following area(s).,04L,28.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41643816,ROCCO'S BRICK OVEN PIZZERIA,QUEENS,79-16,21 AVENUE,11370.0,7187213535,Pizza,06/02/2016,Violations were cited in the following area(s).,06D,13.0,A,06/02/2016,04/22/2017,Cycle Inspection / Initial Inspection
50033956,DJ PIZZA,MANHATTAN,120,E 34TH ST,10016.0,2129517075,Pizza,09/02/2016,Violations were cited in the following area(s).,10F,11.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50042180,MARIO'S PIZZA 2,BRONX,1011,WESTCHESTER AVE,10459.0,7189916142,Pizza,03/03/2016,Violations were cited in the following area(s).,08A,38.0,C,03/03/2016,04/22/2017,Pre-permit (Operational) / Re-inspection
50009998,DADDY GREENS,BROOKLYN,352,MALCOLM X BLVD,11233.0,7184842142,Pizza,09/28/2016,Violations were cited in the following area(s).,02G,29.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50000059,BOARDWALK PIZZERIA RESTAURANT,QUEENS,6820,ROCKAWAY BEACH BOULEVARD,11692.0,3476198002,Pizza,11/28/2014,Violations were cited in the following area(s).,10F,12.0,A,11/28/2014,04/22/2017,Cycle Inspection / Initial Inspection
41368950,GOTHAM PIZZA,MANHATTAN,144,9 AVENUE,10011.0,2129898858,Pizza,04/10/2017,Violations were cited in the following area(s).,02B,59.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50003763,UNCLE JIMMY'S PIZZA,QUEENS,4110,49TH ST,11104.0,7185079099,Pizza,09/01/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,39.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50058843,PITT PIZZERIA,MANHATTAN,85,PITT ST,10002.0,2129792415,Pizza,03/23/2017,Violations were cited in the following area(s).,04M,21.0,Z,03/23/2017,04/22/2017,Pre-permit (Operational) / Re-inspection
50058880,DOMINO'S,BRONX,2721,BRONXWOOD AVE,10469.0,3477123311,Pizza,02/15/2017,Violations were cited in the following area(s).,10F,2.0,A,02/15/2017,04/22/2017,Pre-permit (Operational) / Initial Inspection
41596557,ITALIAN PIZZA,BRONX,904,MORRIS AVENUE,10451.0,7189939165,Pizza,08/12/2013,Violations were cited in the following area(s).,10B,8.0,A,08/12/2013,04/22/2017,Cycle Inspection / Re-inspection
50017891,PAPA JOHN'S,BROOKLYN,3528,NOSTRAND AVE,11229.0,7186467272,Pizza,07/19/2016,Violations were cited in the following area(s).,04N,16.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40396496,MR. PHIL'S PIZZA,BROOKLYN,7212,NEW UTRECHT AVE,11228.0,7182344106,Pizza,09/23/2014,Violations were cited in the following area(s).,06C,5.0,A,09/23/2014,04/22/2017,Cycle Inspection / Initial Inspection
50049939,HILLSIDE PIZZA,QUEENS,16904,HILLSIDE AVE,11432.0,7185583939,Pizza,12/08/2016,Violations were cited in the following area(s).,10J,11.0,A,12/08/2016,04/22/2017,Pre-permit (Operational) / Re-inspection
50002405,MAMMA MIA PIZZA,MANHATTAN,1760,1ST AVENUE,10128.0,2123482809,Pizza,04/15/2014,Violations were cited in the following area(s).,10D,12.0,A,04/15/2014,04/22/2017,Cycle Inspection / Re-inspection
40856208,ROCCO PIZZA,BROOKLYN,765,DEKALB AVENUE,11216.0,7182189200,Pizza,11/19/2014,Violations were cited in the following area(s).,06A,17.0,B,11/19/2014,04/22/2017,Cycle Inspection / Re-inspection
50005515,TWO BOOTS,BROOKLYN,558,DRIGGS AVE,11211.0,7183872668,Pizza,09/01/2016,Violations were cited in the following area(s).,06A,13.0,A,09/01/2016,04/22/2017,Cycle Inspection / Re-inspection
50018322,PAPA JOHN'S,QUEENS,14714,45TH AVE,11355.0,7184637272,Pizza,08/25/2016,Violations were cited in the following area(s).,04A,10.0,A,08/25/2016,04/22/2017,Cycle Inspection / Re-inspection
41659069,FREDDY'S PIZZA,QUEENS,1266,150TH ST,11357.0,7187674502,Pizza,02/10/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,42.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41164361,BEST ITALIAN PIZZA,BRONX,200-202,EAST FORDHAM ROAD,10458.0,7185625806,Pizza,12/10/2015,Violations were cited in the following area(s).,06C,10.0,A,12/10/2015,04/22/2017,Cycle Inspection / Re-inspection
40949724,DOMINO'S,QUEENS,524,BEACH   20 STREET,11691.0,7183377100,Pizza,12/03/2015,Violations were cited in the following area(s).,04A,17.0,B,12/03/2015,04/22/2017,Cycle Inspection / Re-inspection
41557895,GRIMALDI'S,MANHATTAN,656,6 AVENUE,10010.0,6464845665,Pizza,10/26/2016,Violations were cited in the following area(s).,20F,,,,04/22/2017,Administrative Miscellaneous / Initial Inspection
40743368,DOMINO'S,QUEENS,12521,ROCKAWAY BOULEVARD,11420.0,7188353030,Pizza,07/19/2016,Violations were cited in the following area(s).,04N,23.0,B,07/19/2016,04/22/2017,Cycle Inspection / Re-inspection
50044698,II FORNO PIZZA AND PASTA RESTAURANT,MANHATTAN,343,2ND AVE,10003.0,2123588300,Pizza,09/01/2016,Establishment re-opened by DOHMH,10F,4.0,,,04/22/2017,Pre-permit (Operational) / Reopening Inspection
40397190,BRAVO PIZZA,MANHATTAN,1367,BROADWAY,10018.0,2122684499,Pizza,01/15/2015,Violations were cited in the following area(s).,02B,12.0,A,01/15/2015,04/22/2017,Cycle Inspection / Re-inspection
50002403,LA BELLEZZA PIZZERIA,MANHATTAN,315,BROADWAY,10007.0,2122273337,Pizza,12/09/2016,Violations were cited in the following area(s).,10F,17.0,B,12/09/2016,04/22/2017,Cycle Inspection / Re-inspection
40515448,FREDDIE & PEPPER'S PIZZA,MANHATTAN,303,AMSTERDAM AVENUE,10023.0,2127992378,Pizza,04/09/2015,Violations were cited in the following area(s).,04C,22.0,B,04/09/2015,04/22/2017,Cycle Inspection / Re-inspection
40383281,GABY'S PIZZA,QUEENS,20423,HILLSIDE AVENUE,11423.0,7187409716,Pizza,09/02/2014,Violations were cited in the following area(s).,06A,50.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41050494,DOMINO'S,QUEENS,815,ONDERDONK AVENUE,11385.0,7183268686,Pizza,02/25/2014,Violations were cited in the following area(s).,08A,16.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40575863,FAMOUS JOE'S PIZZA,MANHATTAN,7,CARMINE STREET,10014.0,2123661182,Pizza,09/16/2014,Violations were cited in the following area(s).,10F,21.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41686184,OLI 99Â¢ FRESH PIZZA,BRONX,2,EAST BURNSIDE AVENUE,10453.0,7186180025,Pizza,12/16/2014,Violations were cited in the following area(s).,10F,8.0,A,12/16/2014,04/22/2017,Cycle Inspection / Initial Inspection
50000715,JR. BELLA'S,BROOKLYN,760,CONEY ISLAND AVENUE,11218.0,3473183223,Pizza,08/05/2014,Violations were cited in the following area(s).,10E,13.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40367789,DANI PIZZA AND RESTAURANT,QUEENS,8128,LEFFERTS BOULEVARD,11415.0,7188462849,Pizza,04/26/2014,Violations were cited in the following area(s).,10B,23.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41507172,BARI'S PIZZA & PASTA RESTAURANT,STATEN ISLAND,596,BAY STREET,10304.0,7188760002,Pizza,04/30/2013,Violations were cited in the following area(s).,10A,7.0,A,04/30/2013,04/22/2017,Cycle Inspection / Re-inspection
41543722,DOMINO'S,MANHATTAN,736,WEST  181 STREET,10033.0,2127813700,Pizza,02/19/2016,Violations were cited in the following area(s).,04N,17.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41649471,PIZZA PRINCE,BROOKLYN,86,NASSAU AVENUE,11222.0,7183890501,Pizza,11/10/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,64.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50054964,GEO'S PIZZERIA,QUEENS,13512,JAMAICA AVE,11418.0,7186574992,Pizza,01/11/2017,Violations were cited in the following area(s).,10F,10.0,A,01/11/2017,04/22/2017,Pre-permit (Operational) / Re-inspection
50008659,PIZZA CHEF,BROOKLYN,1512,FULTON ST,11216.0,7187743043,Pizza,01/07/2015,Violations were cited in the following area(s).,04L,9.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41209994,ALL STAR PIZZA,STATEN ISLAND,694,ARTHUR KILL ROAD,10308.0,7182272000,Pizza,08/04/2015,Violations were cited in the following area(s).,02G,25.0,B,08/04/2015,04/22/2017,Cycle Inspection / Re-inspection
41113515,FORTUNATA'S II,BROOKLYN,305,KNICKERBOCKER AVENUE,11237.0,7184978101,Pizza,06/24/2016,Violations were cited in the following area(s).,04L,24.0,B,06/24/2016,04/22/2017,Cycle Inspection / Re-inspection
50000923,DI FARA PIZZERIA,BROOKLYN,1424,AVENUE J,11230.0,7182581367,Pizza,10/06/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10I,39.0,,,04/22/2017,Cycle Inspection / Re-inspection
40978358,PAUL MICHAEL'S BRICK OVEN CAFE,QUEENS,8519,126 STREET,11415.0,7188464065,Pizza,07/23/2015,Violations were cited in the following area(s).,10F,15.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41288962,WEST 190 STREET PIZZA,MANHATTAN,1611,ST NICHOLAS AVENUE,10040.0,2129234441,Pizza,02/09/2015,Violations were cited in the following area(s).,02B,10.0,A,02/09/2015,04/22/2017,Cycle Inspection / Initial Inspection
41700017,LITTLE CAESARS,QUEENS,8610,ROOSEVELT AVENUE,11372.0,7182052350,Pizza,02/06/2017,Violations were cited in the following area(s).,10F,2.0,A,02/06/2017,04/22/2017,Cycle Inspection / Initial Inspection
50004837,CHUCK E. CHEESE'S,BRONX,700,EXTERIOR ST,10451.0,7182924337,Pizza,12/22/2014,Violations were cited in the following area(s).,10H,4.0,A,12/22/2014,04/22/2017,Cycle Inspection / Re-inspection
41701789,FLACO'S PIZZERIA,MANHATTAN,3876,BROADWAY,10032.0,2129233733,Pizza,09/28/2016,Violations were cited in the following area(s).,10A,11.0,A,09/28/2016,04/22/2017,Cycle Inspection / Re-inspection
40742988,DOMINO'S,BROOKLYN,1111,PENNSYLVANIA AVENUE,11207.0,7182721212,Pizza,03/30/2016,Violations were cited in the following area(s).,04N,19.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40884718,DOMINO'S,BROOKLYN,1479,FULTON STREET,11216.0,7182214800,Pizza,02/25/2016,Violations were cited in the following area(s).,06F,34.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50002970,PAPA JOHN'S,BROOKLYN,8,SUTTER AVE,11212.0,7188047272,Pizza,05/12/2016,Violations were cited in the following area(s).,04L,42.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41634314,FAMOUS FAMIGLIA PIZZERIA,QUEENS,0,JFK INTERNATIONAL AIRPORT,11430.0,7182440197,Pizza,01/22/2015,Violations were cited in the following area(s).,02G,11.0,A,01/22/2015,04/22/2017,Cycle Inspection / Initial Inspection
50006244,2 BROS PIZZA,MANHATTAN,319,6TH AVE,10014.0,2122391117,Pizza,08/02/2016,Violations were cited in the following area(s).,10F,14.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50043179,SABA'S PIZZA,MANHATTAN,403,AMSTERDAM AVE,10024.0,2127871118,Pizza,02/05/2016,No violations were recorded at the time of this inspection.,,0.0,,,04/22/2017,Pre-permit (Operational) / Initial Inspection
41310724,FAMIGLIA OF CHELSEA PIERS,MANHATTAN,0,CHELSEA PIERS/PIER 61,10011.0,9175047471,Pizza,08/03/2016,Violations were cited in the following area(s).,06A,19.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40743368,DOMINO'S,QUEENS,12521,ROCKAWAY BOULEVARD,11420.0,7188353030,Pizza,05/25/2016,Violations were cited in the following area(s).,04A,29.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50000655,STEVES PIZZA,BROOKLYN,603,SUTTER AVE,11207.0,7184985566,Pizza,06/17/2014,Violations were cited in the following area(s).,02B,25.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41710730,NORTH SHORE PIZZERIA & RESTAURANT,STATEN ISLAND,1376,FOREST AVENUE,10302.0,7184471600,Pizza,11/02/2016,Violations were cited in the following area(s).,04L,26.0,B,11/02/2016,04/22/2017,Cycle Inspection / Re-inspection
41204340,TINY'S PIZZA & PASTA,BRONX,1113,GRANT AVENUE,10456.0,7182938346,Pizza,11/19/2014,Violations were cited in the following area(s).,04L,19.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40893866,DOMINO'S,MANHATTAN,227,WEST   40 STREET,10018.0,2129440400,Pizza,03/24/2014,Violations were cited in the following area(s).,02G,16.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41204340,TINY'S PIZZA & PASTA,BRONX,1113,GRANT AVENUE,10456.0,7182938346,Pizza,05/05/2014,Violations were cited in the following area(s).,22C,,,,04/22/2017,Administrative Miscellaneous / Re-inspection
50018738,KISS MY SLICE,MANHATTAN,274,W 40TH ST,10018.0,2123919524,Pizza,03/28/2017,Violations were cited in the following area(s).,10F,4.0,A,03/28/2017,04/22/2017,Cycle Inspection / Re-inspection
40962981,MARIO'S PIZZA,BROOKLYN,1381,65 STREET,11219.0,7182325440,Pizza,07/07/2014,Violations were cited in the following area(s).,08A,34.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50046885,ROLL LITO'S PIZZA,QUEENS,2650A,4TH ST,11102.0,9295220757,Pizza,07/05/2016,Violations were cited in the following area(s).,16B,,,,04/22/2017,Trans Fat / Initial Inspection
41645519,NICK'S PIZZA,BRONX,1356,EAST GUN HILL ROAD,10469.0,7186526500,Pizza,08/17/2015,Violations were cited in the following area(s).,04L,18.0,B,08/17/2015,04/22/2017,Cycle Inspection / Re-inspection
40400898,VILLAGE MARIA PIZZA II,STATEN ISLAND,768,MANOR ROAD,10314.0,7183701818,Pizza,05/12/2015,Violations were cited in the following area(s).,04N,34.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41670561,MARIO'S PIZZERIA,QUEENS,10212,101 AVENUE,11416.0,7188491157,Pizza,11/19/2014,Violations were cited in the following area(s).,06B,10.0,A,11/19/2014,04/22/2017,Cycle Inspection / Re-inspection
41676393,JOHNNY'S PIZZA RESTAURANT,BRONX,535,EAST  180 STREET,10457.0,7183656565,Pizza,11/03/2016,Violations were cited in the following area(s).,16B,,,,04/22/2017,Trans Fat / Initial Inspection
41633964,GLORIA PIZZA,QUEENS,10822,QUEENS BOULEVARD,11375.0,7182631100,Pizza,11/25/2013,Violations were cited in the following area(s).,02G,13.0,A,11/25/2013,04/22/2017,Cycle Inspection / Initial Inspection
40369482,ARMANDO'S PIZZA,BROOKLYN,1366,PENNSYLVANIA AVENUE,11239.0,7186428253,Pizza,12/03/2015,Violations were cited in the following area(s).,04N,10.0,A,12/03/2015,04/22/2017,Cycle Inspection / Re-inspection
41433437,NICE PIZZA,BROOKLYN,340,FRANKLIN AVENUE,11238.0,7182303933,Pizza,11/13/2015,Violations were cited in the following area(s).,06D,18.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40593844,THE ORIGINAL PIZZA OF 4TH AVE,BROOKLYN,6823,4 AVENUE,11220.0,7188368055,Pizza,03/27/2014,No violations were recorded at the time of this inspection.,,,,,04/22/2017,Administrative Miscellaneous / Initial Inspection
50036867,SAPORE DI CASA,QUEENS,22330,UNION TPKE,11364.0,7182175555,Pizza,10/11/2016,Violations were cited in the following area(s).,06D,12.0,A,10/11/2016,04/22/2017,Cycle Inspection / Re-inspection
50004569,PIZZA HUT,BROOKLYN,11114,FLATLANDS AVE,11207.0,7182571454,Pizza,05/27/2014,Violations were cited in the following area(s).,10J,34.0,,,04/22/2017,Pre-permit (Operational) / Initial Inspection
50018116,LITTLE CAESARS,BRONX,3572,WHITE PLAINS RD,10467.0,7187086381,Pizza,03/08/2016,Violations were cited in the following area(s).,06D,12.0,A,03/08/2016,04/22/2017,Cycle Inspection / Initial Inspection
50005675,PIZZA 23,MANHATTAN,268,W 23RD ST,10011.0,2122060999,Pizza,10/20/2014,Violations were cited in the following area(s).,04N,21.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41247143,Luigi's Pizza,BROOKLYN,4704,5 AVENUE,11220.0,7184927565,Pizza,10/18/2016,Violations were cited in the following area(s).,10F,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50015444,99 CENTS FRESH SLICE PIZZA,MANHATTAN,105,STANTON ST,10002.0,2123350803,Pizza,07/11/2016,Violations were cited in the following area(s).,02B,12.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41466984,BROADWAY PIZZA,MANHATTAN,2709,BROADWAY,10025.0,2128649298,Pizza,10/25/2013,Violations were cited in the following area(s).,04L,10.0,A,10/25/2013,04/22/2017,Cycle Inspection / Re-inspection
50006046,LITTLE CAESARS,BROOKLYN,1110,PENNSYLVANIA AVE,11207.0,7184843666,Pizza,04/20/2015,Violations were cited in the following area(s).,02G,16.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50013454,DOMINO'S,MANHATTAN,16A,W 8TH ST,10011.0,2123533100,Pizza,12/09/2014,No violations were recorded at the time of this inspection.,,,,,04/22/2017,Calorie Posting / Re-inspection
41713178,DARO'S PIZZA AND CHICKEN,QUEENS,6814,ROOSEVELT AVENUE,11377.0,7184244466,Pizza,04/17/2014,Violations were cited in the following area(s).,06D,20.0,B,04/17/2014,04/22/2017,Cycle Inspection / Re-inspection
40716188,PIZZA HUT,QUEENS,14419,NORTHERN BOULEVARD,11354.0,7188862244,Pizza,03/21/2016,Violations were cited in the following area(s).,15I,,,,04/22/2017,Smoke-Free Air Act / Initial Inspection
50013567,ANDY'S CAFE,QUEENS,2339,ASTORIA BLVD,11102.0,7186068745,Pizza,08/25/2014,Violations were cited in the following area(s).,06D,10.0,,,04/22/2017,Pre-permit (Non-operational) / Initial Inspection
